sheet_name,seed,comparison,delta_mae
sillynubcat,17,V2_to_V3,13057.046754552432
sillynubcat,23,V2_to_V3,21726.957205598956
slop,11,V2_to_V3,1249.0319272121496
slop,17,V2_to_V3,1106.648011653031
slop,23,V2_to_V3,1841.4987530706098
slothana,11,V2_to_V3,5445.079572505343
slothana,17,V2_to_V3,4826.745341214945
slothana,23,V2_to_V3,8031.594966122798
snapkero,11,V2_to_V3,4582.677839555145
snapkero,17,V2_to_V3,4062.4461364459253
snapkero,23,V2_to_V3,6759.834884022346
solchat,11,V2_to_V3,1438.0352236423298
solchat,17,V2_to_V3,1274.38066543648
solchat,23,V2_to_V3,2120.2061942545984
speedy2,11,V2_to_V3,1410.5191553644029
speedy2,17,V2_to_V3,1249.9604539592476
speedy2,23,V2_to_V3,2080.0433724398054
squidgrow2,11,V2_to_V3,2558.2888746883605
squidgrow2,17,V2_to_V3,2267.525276002585
squidgrow2,23,V2_to_V3,3773.128132054641
strategicbitcoinreserve,11,V2_to_V3,33551.03333168949
strategicbitcoinreserve,17,V2_to_V3,29744.00228915133
strategicbitcoinreserve,23,V2_to_V3,49487.48578947595
supercyclereal,11,V2_to_V3,3502.9302518743143
supercyclereal,17,V2_to_V3,3104.7442429758844
supercyclereal,23,V2_to_V3,5166.34100326368
supertrump,11,V2_to_V3,8801.484842359578
supertrump,17,V2_to_V3,7801.700773560985
supertrump,23,V2_to_V3,12982.094986641121
suwi,11,V2_to_V3,761.5356982524088
suwi,17,V2_to_V3,674.4438361237959
suwi,23,V2_to_V3,1122.4678478773665
taoinu,11,V2_to_V3,469.4590551479171
taoinu,17,V2_to_V3,415.99779846318035
taoinu,23,V2_to_V3,692.1457078563545
tateterminal,11,V2_to_V3,362.4609892550887
tateterminal,17,V2_to_V3,320.7424398720272
tateterminal,23,V2_to_V3,533.8155258709437
tehepikduck,11,V2_to_V3,7712.247995106628
tehepikduck,17,V2_to_V3,6836.689720609026
tehepikduck,23,V2_to_V3,11376.01975624259
terminus2,11,V2_to_V3,15718.503436011033
terminus2,17,V2_to_V3,13933.754750606695
terminus2,23,V2_to_V3,23185.153388288472
terminus3,11,V2_to_V3,321.71184846781483
terminus3,17,V2_to_V3,284.94512622413754
terminus3,23,V2_to_V3,473.95855834655174
thebalkandwarf,11,V2_to_V3,4022.1740919848708
thebalkandwarf,17,V2_to_V3,3565.3375193367438
thebalkandwarf,23,V2_to_V3,5932.69135198211
thelastplay,11,V2_to_V3,23662.771183465447
thelastplay,17,V2_to_V3,20976.700622655422
thelastplay,23,V2_to_V3,34904.778356108916
thereallandwolf,11,V2_to_V3,5656.596595984589
thereallandwolf,17,V2_to_V3,5014.000475186379
thereallandwolf,23,V2_to_V3,8343.295134852504
thesoldog,11,V2_to_V3,3255.7563195075295
thesoldog,17,V2_to_V3,2886.981215074394
thesoldog,23,V2_to_V3,4803.260224279112
tobi,11,V2_to_V3,1454.8535192677355
tobi,17,V2_to_V3,1289.0755474354567
tobi,23,V2_to_V3,2145.16982897124
toga,11,V2_to_V3,644.3238230992248
toga,17,V2_to_V3,570.6002181760553
toga,23,V2_to_V3,949.5117111561984
torsy,11,V2_to_V3,382.28934596158217
torsy,17,V2_to_V3,338.8069337151516
torsy,23,V2_to_V3,563.6683682979058
troll,11,V2_to_V3,30372.360423257258
troll,17,V2_to_V3,26922.960271743537
troll,23,V2_to_V3,44799.888053314105
uranus3,11,V2_to_V3,137.29848682535535
uranus3,17,V2_to_V3,121.17748218863436
uranus3,23,V2_to_V3,201.67139856144922
valhallaindex,11,V2_to_V3,287.9329518594285
valhallaindex,17,V2_to_V3,254.88010122264515
valhallaindex,23,V2_to_V3,424.12981473231343
vitainu,11,V2_to_V3,66878.85685839101
vitainu,17,V2_to_V3,59283.42580121183
vitainu,23,V2_to_V3,98647.74832148151
voltinu2,11,V2_to_V3,2098.190055102512
voltinu2,17,V2_to_V3,1859.5319853905712
voltinu2,23,V2_to_V3,3094.328068414503
waffles,11,V2_to_V3,6690.752223716547
waffles,17,V2_to_V3,5931.2966772245045
waffles,23,V2_to_V3,9869.572892481212
wassie,11,V2_to_V3,94.71020422226903
wassie,17,V2_to_V3,83.44743980717472
wassie,23,V2_to_V3,138.88791694651542
why,11,V2_to_V3,55330.1268720433
why,17,V2_to_V3,49045.967388935554
why,23,V2_to_V3,81612.64832160683
wicked,11,V2_to_V3,462.6116020878944
wicked,17,V2_to_V3,409.926764667024
wicked,23,V2_to_V3,682.0866928221241
winniethepoodle,11,V2_to_V3,900.7496873100914
winniethepoodle,17,V2_to_V3,798.8992596107781
winniethepoodle,23,V2_to_V3,1328.9881275718649
wrappeddog,11,V2_to_V3,16748.986704989053
wrappeddog,17,V2_to_V3,14846.781797356083
wrappeddog,23,V2_to_V3,24705.06184499762
zackmorris,11,V2_to_V3,2801.449274934363
zackmorris,17,V2_to_V3,2483.010651002782
zackmorris,23,V2_to_V3,4131.71551646122
zerotech,11,V2_to_V3,136.041277619403
zerotech,17,V2_to_V3,121.14215440026061
zerotech,23,V2_to_V3,201.303105311592
zoomer,11,V2_to_V3,40.1239468628973
zoomer,17,V2_to_V3,35.162426167649265
zoomer,23,V2_to_V3,58.537034027351424
zyncoin2,11,V2_to_V3,5657.820847062081
zyncoin2,17,V2_to_V3,5015.728906711723
zyncoin2,23,V2_to_V3,8345.820576226979
